employeeId,department,tenure_months,attendance_rate,late_count,absence_count,leave_days_taken,annual_leave_remaining,performance_score,dept_avg_performance,overtime_hours,half_day_count,prev_month_score,manager_change_count,warnings_issued,attrition_risk,attrition_label
EMP0268,Sales,37,85.71,1,1,6,14,78.01,83.57,2.5,0,74.07,0,0,5.68,0
EMP0269,Finance,15,97.82,0,1,2,18,54.79,85.06,2.4,1,50.6,2,0,2.36,0
EMP0270,Engineering,62,91.34,2,0,0,20,69.51,66.99,17.7,0,65.63,1,0,5.36,0
EMP0271,Finance,10,80.91,4,2,10,10,66.04,74.55,0,1,64.34,0,0,14.77,0
EMP0272,Operations,80,75.12,8,4,9,11,89.68,90.77,4.5,3,87.77,0,0,9.82,0
EMP0273,Sales,36,53.44,11,7,6,14,77.2,88.51,7.6,0,84.95,0,0,20.32,0
EMP0274,Engineering,90,77.62,5,5,8,12,69.31,64.73,13.1,1,71.21,0,2,16.76,0
EMP0275,HR,27,70.49,8,3,11,9,56.64,87.07,2.8,1,59.02,1,0,11.25,0
EMP0276,Support,20,86.34,3,1,9,11,89.48,68.19,2.9,0,84.22,1,0,6.89,0
EMP0277,Operations,33,71.26,7,3,9,11,62.48,80.62,2.1,1,68.37,1,2,17.12,0
EMP0278,Support,69,97.54,2,0,12,8,51.2,81.03,0.2,0,51.97,0,0,10.59,0
EMP0279,Support,79,66.99,6,5,9,11,75.67,73.38,8.6,0,80.86,0,1,13.34,0
EMP0280,HR,53,99.69,2,0,10,10,73.76,74.99,0,0,83.66,2,0,7.78,0
EMP0281,Sales,11,100.0,1,2,12,8,66.22,74.33,0,2,68.98,0,0,10.48,0
EMP0282,HR,60,100.0,0,0,12,8,95.26,79.78,11.3,0,93.49,0,0,0.0,0
EMP0283,Finance,62,66.98,7,3,9,11,73.27,89.71,4.0,1,78.36,0,0,10.42,0
EMP0284,HR,39,100.0,0,0,10,10,87.53,66.28,8.1,0,87.79,1,0,4.63,0
EMP0285,HR,81,89.34,5,3,4,16,69.42,74.35,0,0,64.92,0,0,11.81,0
EMP0286,Finance,90,82.45,3,3,8,12,65.24,80.07,6.8,0,64.4,0,0,4.29,0
EMP0287,Finance,64,100.0,0,0,4,16,93.11,87.98,7.6,2,80.82,0,1,3.66,0
EMP0288,Engineering,92,88.13,5,0,10,10,89.22,76.28,0,2,90.61,1,0,5.97,0
EMP0289,Engineering,96,100.0,0,0,13,7,83.27,78.67,0.8,2,95.16,0,0,7.5,0
EMP0290,Operations,2,100.0,0,0,2,18,87.51,75.08,11.1,0,96.03,2,1,5.53,0
EMP0291,Operations,90,82.43,4,1,8,12,55.2,65.31,14.4,0,52.11,0,1,8.8,0
EMP0292,Support,57,74.01,5,2,8,12,62.08,59.23,6.4,0,60.64,0,0,6.55,0
EMP0293,Sales,47,68.1,8,2,7,13,88.43,67.69,10.3,0,82.84,2,1,14.56,0
EMP0294,Sales,20,79.97,4,2,6,14,68.85,77.15,1.3,1,68.53,0,0,7.53,0
EMP0295,Support,63,69.59,7,4,11,9,69.78,79.96,2.3,0,68.36,0,1,15.16,0
EMP0296,HR,48,89.14,2,0,4,16,71.39,79.92,6.0,0,60.06,0,0,4.89,0
EMP0297,Sales,81,100.0,0,0,5,15,75.87,69.31,0,0,68.05,1,0,3.82,0
EMP0298,Sales,77,77.52,6,1,19,1,67.9,75.76,0,0,73.06,0,0,8.72,0
EMP0299,Finance,47,100.0,0,0,11,9,92.73,49.8,1.9,0,91.87,0,1,6.09,0
EMP0300,Support,36,100.0,0,0,5,15,86.9,78.49,7.9,1,90.62,0,0,0.94,0
EMP0301,Operations,94,97.41,1,0,8,12,91.57,76.52,1.6,0,86.03,1,0,2.11,0
EMP0302,Finance,45,97.33,0,0,7,13,76.97,85.76,0,0,67.09,0,0,0.0,0
EMP0303,Finance,65,85.77,2,0,0,20,97.02,71.91,2.8,0,95.21,0,0,5.27,0
EMP0304,Sales,52,87.05,4,0,10,10,75.21,77.57,9.7,0,68.36,3,0,7.16,0
EMP0305,HR,42,81.73,2,3,10,10,67.97,68.46,11.3,1,70.89,0,1,9.37,0
EMP0306,HR,6,95.78,0,0,5,15,73.2,74.61,0,0,70.68,1,0,3.69,0
EMP0307,Finance,58,77.4,5,3,5,15,51.66,64.35,1.5,3,48.79,1,0,12.08,0
EMP0308,Finance,22,95.47,1,0,4,16,41.08,85.74,7.6,0,44.23,0,0,0.86,0
EMP0309,HR,30,100.0,0,0,0,20,55.21,79.53,6.1,2,55.99,1,0,4.48,0
EMP0310,HR,51,87.92,2,1,4,16,58.98,81.37,3.4,2,77.85,0,3,13.29,0
EMP0311,Finance,29,100.0,2,0,6,14,47.71,66.47,0,1,58.0,0,3,12.6,0
EMP0312,Sales,17,89.76,3,0,6,14,81.82,72.29,0,4,77.9,3,0,14.95,0
EMP0313,Finance,9,60.64,8,6,10,10,90.41,76.6,0,0,83.78,0,2,20.11,0
EMP0314,Finance,20,89.04,2,2,14,6,65.59,69.71,2.2,1,62.53,0,0,13.87,0
EMP0315,Sales,61,85.25,2,3,4,16,79.96,88.33,6.1,2,82.95,0,1,9.03,0
EMP0316,Engineering,23,100.0,0,0,4,16,66.98,75.16,10.1,3,72.89,0,0,5.36,0
EMP0317,Sales,69,63.8,8,5,3,17,48.98,100.0,9.2,0,52.34,1,0,17.17,0
EMP0318,Engineering,25,84.91,5,1,15,5,59.76,72.97,2.7,0,61.27,1,0,11.72,0
EMP0319,Sales,90,76.51,5,3,8,12,45.43,88.13,0,2,49.1,0,0,13.76,0
EMP0320,Engineering,15,83.38,2,4,11,9,68.49,71.4,1.7,0,52.35,0,0,10.42,0
EMP0321,Operations,19,96.18,3,0,9,11,75.78,72.2,1.9,1,69.3,0,0,6.17,0
EMP0322,Sales,1,77.1,4,3,13,7,59.51,74.26,3.6,1,61.37,0,1,14.3,0
EMP0323,Engineering,84,84.08,4,3,9,11,64.0,78.27,5.5,1,60.74,0,0,9.57,0
EMP0324,Sales,23,100.0,0,0,8,12,75.43,86.85,0,1,70.17,0,0,0.0,0
EMP0325,Finance,68,80.94,5,2,9,11,38.86,71.63,3.5,0,31.61,1,0,8.17,0
EMP0326,Finance,68,73.07,5,5,5,15,51.38,60.47,4.2,1,51.6,0,0,12.33,0
EMP0327,Engineering,95,100.0,0,1,7,13,64.98,74.22,3.3,1,71.63,1,0,8.07,0
EMP0328,Engineering,15,83.7,2,2,2,18,82.56,71.48,8.8,0,83.23,1,0,1.91,0
EMP0329,Sales,43,66.59,8,5,7,13,56.1,70.56,0,2,55.07,0,2,18.7,1
EMP0330,Operations,36,93.9,0,0,11,9,83.62,76.53,6.8,1,90.69,1,0,3.1,0
EMP0331,Operations,48,59.89,11,6,11,9,92.69,78.07,0,0,99.51,0,0,18.11,0
EMP0332,Support,68,84.04,5,2,6,14,90.77,80.42,3.8,2,89.96,1,0,8.48,0
EMP0333,Sales,12,75.42,8,5,12,8,73.92,75.61,0,1,72.64,0,0,16.81,0
EMP0334,Finance,20,91.25,2,2,6,14,88.01,68.94,2.5,3,92.51,0,0,4.2,0
EMP0335,Sales,57,90.76,2,1,7,13,69.58,65.28,9.9,2,71.28,1,0,3.96,0
EMP0336,Operations,92,89.15,0,4,12,8,75.64,87.02,10.0,0,67.9,0,0,7.28,0
EMP0337,Operations,19,98.68,0,1,5,15,67.55,78.99,0,0,59.12,0,0,4.66,0
EMP0338,Finance,78,75.25,5,2,11,9,87.96,81.12,6.2,0,92.72,0,0,10.51,0
EMP0339,Engineering,44,92.79,4,0,12,8,62.31,73.3,0.5,0,60.06,1,1,5.24,0
EMP0340,Finance,72,98.65,1,0,11,9,56.64,62.82,0,0,51.35,0,0,8.95,0
EMP0341,Support,1,88.78,0,0,8,12,62.6,79.51,15.8,0,58.27,1,2,15.36,0
EMP0342,Finance,12,73.68,5,1,7,13,77.02,92.06,0,2,75.3,3,0,11.41,1
EMP0343,HR,90,73.81,5,3,4,16,65.14,77.03,6.9,0,66.78,0,0,9.0,0
EMP0344,Operations,18,100.0,0,1,14,6,53.21,77.86,6.5,2,39.57,2,0,3.58,0
EMP0345,HR,66,68.25,9,4,9,11,72.48,62.04,4.1,0,72.81,2,0,13.38,1
EMP0346,HR,91,77.28,7,3,7,13,71.87,83.46,0,0,64.6,0,0,14.26,0
EMP0347,Support,86,100.0,1,0,4,16,86.15,76.6,0,0,87.94,1,0,2.8,0
EMP0348,Finance,22,100.0,0,0,1,19,69.41,70.2,4.6,5,68.58,1,0,7.08,0
EMP0349,Sales,10,93.76,0,1,10,10,75.48,78.79,6.4,0,74.69,0,1,5.82,0
EMP0350,HR,24,95.29,0,0,9,11,93.99,80.3,9.8,3,100.0,0,0,2.78,0
EMP0351,Support,45,96.86,1,0,6,14,58.48,55.75,6.2,1,60.01,1,0,4.85,0
EMP0352,HR,2,82.83,6,1,10,10,39.65,83.06,8.2,0,36.82,0,0,17.83,0
EMP0353,Engineering,33,81.24,3,3,1,19,72.16,77.46,9.1,0,64.2,0,0,7.39,1
EMP0354,Engineering,68,98.36,1,0,11,9,75.07,90.83,11.7,0,76.3,2,0,1.16,0
EMP0355,Sales,17,73.5,8,2,2,18,76.7,77.68,8.6,0,79.37,0,3,13.63,0
EMP0356,Support,42,87.04,5,1,9,11,38.45,74.24,15.0,1,51.28,3,0,15.58,0
EMP0357,Engineering,19,75.66,5,3,6,14,63.88,77.98,4.5,0,65.55,0,0,6.21,1
EMP0358,Engineering,86,82.68,4,2,11,9,95.95,76.2,0,0,96.17,1,0,10.91,0
EMP0359,Support,62,98.75,1,1,7,13,72.46,86.54,3.8,0,74.37,0,1,9.81,0
EMP0360,Operations,23,58.41,9,5,5,15,68.87,71.54,0,2,70.69,0,0,14.31,0
EMP0361,Operations,63,71.7,8,3,4,16,98.97,76.42,3.8,0,96.57,1,0,13.03,0
EMP0362,Sales,59,100.0,0,0,6,14,74.58,74.15,0,4,76.88,0,0,3.39,1
EMP0363,Support,7,100.0,0,1,11,9,76.6,76.62,1.3,0,74.73,0,0,2.77,0
EMP0364,Support,87,83.03,4,1,3,17,58.26,75.56,5.8,1,72.23,0,1,11.77,0
EMP0365,Operations,57,88.63,4,3,13,7,64.83,84.02,14.3,1,60.52,2,0,12.46,0
EMP0366,Support,61,85.11,2,1,4,16,45.89,73.3,2.9,1,53.32,2,0,13.8,0
EMP0367,Engineering,72,88.54,3,1,7,13,58.68,69.55,3.0,1,66.43,0,0,3.46,0
EMP0368,HR,64,95.98,3,2,9,11,70.73,67.69,13.4,1,76.99,1,2,9.71,0
EMP0369,HR,66,100.0,2,0,2,18,69.72,71.85,0,1,73.27,0,1,2.48,0
EMP0370,Operations,10,74.42,6,4,6,14,87.87,71.71,6.1,0,84.97,3,0,10.14,0
EMP0371,Engineering,36,100.0,2,0,8,12,57.8,63.77,0,0,68.22,0,3,6.54,0
EMP0372,Sales,63,93.43,0,0,8,12,88.74,79.2,0.8,0,89.32,2,2,7.28,0
EMP0373,HR,6,100.0,0,0,6,14,58.31,79.41,0,0,56.98,0,0,5.16,0
EMP0374,Operations,46,83.08,6,3,10,10,66.63,83.32,0,2,75.43,1,1,14.9,0
EMP0375,Finance,81,71.43,7,4,6,14,83.88,83.25,5.3,0,80.53,0,1,19.84,1
EMP0376,Finance,95,100.0,0,0,5,15,87.04,72.74,4.4,0,88.92,1,0,5.85,0
EMP0377,Finance,31,71.17,6,4,1,19,89.04,75.27,0,0,82.27,0,0,16.99,0
EMP0378,HR,63,65.43,8,3,8,12,87.69,67.68,5.7,0,76.24,3,1,11.26,0
EMP0379,Engineering,11,82.18,5,3,7,13,77.48,77.73,6.7,2,80.0,0,0,17.36,0
EMP0380,HR,45,70.79,8,5,8,12,98.95,79.93,0,0,100.0,1,1,17.96,0
EMP0381,Sales,71,78.38,5,4,13,7,79.13,53.84,5.6,1,83.23,0,0,11.39,0
EMP0382,Support,69,80.91,8,3,2,18,69.95,75.18,5.7,0,66.95,0,0,12.27,1
EMP0383,Finance,45,95.83,2,2,7,13,76.27,87.42,0,4,77.2,0,3,7.38,0
EMP0384,Support,91,80.79,7,4,6,14,94.74,78.96,0,2,94.41,0,0,8.35,0
EMP0385,Engineering,40,100.0,0,0,11,9,65.15,78.3,10.9,1,72.44,0,0,0.32,0
EMP0386,Engineering,66,77.02,6,2,5,15,93.48,64.85,9.7,0,96.55,0,0,9.49,0
EMP0387,Sales,12,93.37,4,0,3,17,66.17,72.65,0,0,67.44,1,0,3.8,0
EMP0388,Sales,43,100.0,1,0,6,14,47.85,66.24,7.9,0,55.01,0,0,1.14,0
EMP0389,Engineering,39,93.18,0,0,6,14,74.97,73.41,19.0,1,75.04,1,1,2.79,0
EMP0390,Support,83,88.2,3,1,20,0,95.16,65.98,0.2,2,99.2,0,0,5.53,0
EMP0391,Sales,3,92.03,1,2,9,11,79.45,78.31,8.1,0,77.21,0,0,11.2,0
EMP0392,Sales,25,88.79,1,3,11,9,46.65,80.64,0,0,43.35,1,0,15.6,0
EMP0393,Engineering,18,76.48,5,2,8,12,79.51,78.19,7.5,2,78.03,0,1,16.11,0
EMP0394,Sales,90,88.23,2,1,8,12,87.3,68.14,4.7,0,74.96,2,0,10.59,0
EMP0395,Support,39,100.0,0,0,15,5,80.28,77.98,6.2,3,83.64,1,0,8.2,0
EMP0396,Engineering,26,100.0,1,0,7,13,81.84,85.86,7.6,1,84.96,2,0,0.0,0
EMP0397,Finance,4,100.0,1,2,4,16,69.22,62.08,4.0,1,72.12,0,0,11.78,0
EMP0398,Operations,37,97.49,2,2,8,12,100.0,80.4,0,0,93.81,1,0,3.14,0
EMP0399,HR,28,75.77,5,3,4,16,57.43,67.43,4.1,0,58.98,0,0,16.46,0
EMP0400,Support,40,79.13,2,3,12,8,88.73,85.55,0,2,88.13,0,0,2.35,0
EMP0401,HR,57,70.15,7,5,10,10,60.94,74.09,0,1,45.38,0,0,17.32,0
EMP0402,Operations,55,86.5,2,1,2,18,70.44,70.0,0,0,80.93,0,0,7.75,0
EMP0403,Engineering,16,87.94,4,1,6,14,77.74,85.96,7.8,2,78.9,1,0,7.07,0
EMP0404,Engineering,85,88.21,0,1,5,15,65.47,74.46,9.5,2,59.54,2,0,4.25,0
EMP0405,HR,58,83.4,5,2,8,12,47.96,70.9,12.9,0,43.81,1,0,11.04,0
EMP0406,Support,71,81.82,2,0,9,11,60.06,53.74,4.5,0,59.81,3,0,7.5,0
EMP0407,Finance,45,93.81,0,1,2,18,63.17,83.23,3.7,2,67.5,0,0,6.59,0
EMP0408,Finance,15,86.75,3,1,11,9,85.86,80.13,1.3,0,79.97,3,0,5.71,0
EMP0409,HR,13,85.04,2,0,8,12,69.81,68.53,19.1,1,66.66,3,0,12.57,0
EMP0410,Finance,7,83.41,6,3,2,18,95.49,65.56,0.2,0,93.0,0,0,12.77,0
EMP0411,Finance,65,92.26,0,0,7,13,57.97,62.0,7.0,1,62.81,1,1,7.65,0
EMP0412,Support,60,86.08,5,2,0,20,100.0,74.59,1.9,1,92.26,0,1,10.33,0
EMP0413,HR,41,100.0,0,0,2,18,72.78,81.49,11.7,1,77.68,0,0,5.75,0
EMP0414,HR,72,100.0,0,0,6,14,73.52,76.59,0,0,74.96,0,1,2.43,0
EMP0415,Engineering,41,68.64,6,5,5,15,60.6,91.16,11.7,0,67.24,0,1,14.85,0
EMP0416,Sales,68,87.72,6,1,10,10,78.36,68.14,1.0,0,73.34,0,0,5.21,0
EMP0417,HR,53,87.57,5,0,8,12,85.58,64.24,8.2,4,83.93,2,0,5.42,0
EMP0418,Engineering,83,100.0,0,0,3,17,93.98,76.43,0,0,90.64,2,0,2.01,0
EMP0419,Operations,57,67.88,10,2,14,6,73.79,77.59,0.1,1,76.4,2,0,22.11,0
EMP0420,HR,5,87.26,3,2,3,17,71.38,70.84,9.5,1,57.71,0,0,8.91,0
EMP0421,Support,71,86.99,1,2,8,12,61.57,76.1,0.9,0,54.99,0,0,9.48,0
EMP0422,Support,17,98.45,0,0,4,16,51.39,74.18,13.1,2,52.71,0,0,0.06,0
EMP0423,Sales,29,90.57,2,0,6,14,74.81,68.94,5.1,1,77.37,0,0,4.19,0
EMP0424,Operations,73,100.0,1,0,11,9,53.93,84.3,10.4,2,56.5,1,0,12.0,0
EMP0425,Operations,77,92.8,4,0,5,15,84.52,96.51,6.9,1,94.16,0,0,8.43,0
EMP0426,HR,18,100.0,0,0,9,11,63.07,72.45,2.7,0,67.28,2,0,6.06,0
EMP0427,Support,77,82.5,1,4,8,12,45.73,72.98,1.2,1,56.97,0,0,11.38,0
EMP0428,HR,17,100.0,1,0,9,11,58.98,53.46,4.1,0,74.31,0,2,11.7,0
EMP0429,Finance,67,78.22,8,1,19,1,74.69,82.06,0,1,71.26,0,0,11.45,0
EMP0430,Support,60,51.87,13,7,7,13,60.35,65.72,4.6,2,67.75,0,0,16.49,0
EMP0431,Operations,96,78.44,5,4,4,16,41.66,64.73,2.7,0,33.64,1,0,14.47,1
EMP0432,Support,88,96.36,1,1,7,13,72.49,62.84,6.3,0,73.79,0,0,4.93,0
EMP0433,Sales,58,79.17,7,2,0,20,65.25,85.96,6.6,0,63.51,0,2,13.32,0
EMP0434,Operations,31,100.0,0,1,12,8,86.66,72.09,13.8,0,95.57,0,0,4.02,0
EMP0435,Support,78,100.0,1,0,3,17,44.92,64.82,5.1,0,45.73,1,0,8.27,0
EMP0436,Engineering,66,80.7,6,3,14,6,83.2,68.3,0,0,89.0,2,0,16.76,0
EMP0437,Finance,32,78.06,5,3,8,12,80.41,71.83,5.2,0,81.22,0,0,6.51,0
EMP0438,Engineering,95,84.02,3,2,11,9,98.81,71.86,11.6,0,100.0,0,0,7.81,0
EMP0439,Operations,28,95.89,3,0,3,17,87.59,78.98,4.1,1,92.18,1,1,9.27,0
EMP0440,HR,39,64.17,6,4,12,8,68.86,73.66,6.9,1,63.26,0,3,18.43,0
EMP0441,Support,19,80.44,3,1,2,18,78.3,66.17,5.5,1,83.03,0,0,7.69,0
EMP0442,HR,75,88.46,4,2,4,16,70.72,79.9,0,0,73.14,0,1,10.66,1
EMP0443,HR,63,68.8,7,7,4,16,80.85,76.46,4.4,0,77.63,0,0,13.07,1
EMP0444,Sales,83,77.4,7,4,8,12,78.57,75.63,8.2,2,83.71,0,1,11.51,0
EMP0445,Finance,93,80.69,1,3,2,18,71.59,79.75,0,0,60.94,1,0,7.22,0
EMP0446,Sales,63,98.03,1,1,7,13,75.1,91.4,5.4,0,76.9,1,1,7.62,0
EMP0447,HR,15,83.5,3,2,11,9,66.95,90.7,7.6,0,71.69,1,0,12.51,0
EMP0448,HR,59,100.0,0,2,6,14,52.63,83.25,8.6,0,45.09,0,0,5.75,0
EMP0449,Support,57,89.06,0,2,6,14,57.03,78.85,6.8,3,65.41,0,1,7.95,0
EMP0450,Operations,11,86.09,5,0,10,10,74.67,61.17,2.0,2,84.7,2,1,14.24,0
EMP0451,Support,47,100.0,0,0,1,19,68.71,70.73,9.2,1,68.47,0,0,0.08,0
EMP0452,Sales,8,100.0,0,0,0,20,88.38,84.36,0,2,87.31,0,0,0.0,0
EMP0453,Sales,19,83.99,2,2,12,8,78.85,69.58,0,1,70.39,0,0,5.29,0
EMP0454,Support,93,87.61,2,2,7,13,88.8,61.66,2.7,1,92.99,1,0,7.45,0
EMP0455,Support,55,93.79,1,2,9,11,64.85,86.09,6.6,1,60.84,1,0,9.1,0
EMP0456,Sales,73,81.77,1,1,1,19,75.2,67.67,0,0,80.23,0,1,6.73,0
EMP0457,Operations,47,81.52,4,1,9,11,86.32,78.81,7.0,2,89.78,0,0,9.44,0
EMP0458,Sales,64,61.58,5,4,0,20,72.33,79.95,10.1,0,66.14,2,0,14.8,0
EMP0459,HR,61,94.86,1,0,4,16,94.11,80.91,7.7,0,100.0,0,0,6.13,0
EMP0460,Engineering,19,98.04,2,2,10,10,81.48,78.9,0,1,78.8,2,0,9.76,0
EMP0461,Finance,49,69.08,8,3,3,17,58.44,66.69,6.0,1,58.24,1,0,11.95,0
EMP0462,HR,44,58.77,9,7,3,17,56.93,72.23,0,1,47.38,0,0,14.45,0
EMP0463,Sales,70,84.5,3,1,6,14,44.5,88.66,13.7,1,46.44,1,0,10.08,0
EMP0464,HR,11,93.74,0,0,8,12,75.97,67.36,6.4,1,74.97,0,0,1.9,0
EMP0465,Operations,24,87.82,3,1,11,9,83.4,74.14,5.3,2,90.64,0,0,8.6,0
EMP0466,Engineering,7,93.89,3,0,5,15,74.21,77.12,5.4,0,68.29,0,0,5.9,0
EMP0467,Finance,71,100.0,0,0,13,7,76.62,72.21,5.4,0,71.63,2,0,4.18,0
EMP0468,Sales,55,100.0,0,2,9,11,92.92,72.23,1.0,4,90.89,0,0,5.75,0
EMP0469,Support,28,75.66,5,5,9,11,63.08,71.76,5.9,2,61.12,0,0,16.4,0
EMP0470,Finance,88,100.0,0,1,7,13,71.03,72.61,7.7,2,79.78,2,0,5.83,0
EMP0471,Engineering,2,82.22,3,4,4,16,75.36,77.69,0,1,67.93,1,0,13.08,0
EMP0472,HR,77,83.3,4,2,1,19,89.58,82.99,1.5,1,89.94,0,2,9.64,0
EMP0473,Sales,81,81.74,6,2,12,8,66.59,85.35,0,1,70.29,1,0,13.84,0
EMP0474,HR,22,71.3,6,2,5,15,69.28,77.03,5.6,0,68.4,0,0,14.58,0
EMP0475,Support,3,100.0,0,0,7,13,59.69,85.59,0.7,1,57.25,2,0,7.48,0
EMP0476,Support,67,76.88,6,3,0,20,75.8,67.35,7.2,1,80.58,0,0,10.7,0
EMP0477,Support,55,100.0,0,0,11,9,92.11,83.38,5.1,3,95.34,2,1,6.34,0
EMP0478,Finance,7,94.32,0,0,9,11,61.83,82.18,7.7,3,58.04,2,0,12.85,0
EMP0479,Operations,8,99.32,0,0,13,7,93.29,68.77,2.2,0,96.92,1,0,5.97,0
EMP0480,Engineering,59,72.07,8,5,4,16,56.4,76.81,0,0,68.35,0,0,17.88,0
EMP0481,Operations,74,98.06,1,0,11,9,67.49,76.56,5.4,2,64.84,0,0,7.27,0
EMP0482,Sales,19,94.2,2,0,11,9,92.58,73.8,2.1,0,92.98,1,0,4.69,0
EMP0483,Operations,9,78.31,7,2,0,20,63.83,56.9,0,0,60.67,0,0,9.13,1
EMP0484,Operations,1,76.13,4,2,8,12,50.23,80.74,0,0,51.47,1,0,15.97,0
EMP0485,Sales,15,96.09,2,0,1,19,49.74,77.06,8.7,1,62.32,0,1,10.85,0
EMP0486,Operations,34,90.09,2,0,4,16,75.58,81.28,2.0,1,72.75,1,2,13.46,0
EMP0487,HR,92,94.15,1,2,4,16,78.89,67.38,9.8,2,84.35,0,0,5.31,0
EMP0488,Operations,42,88.3,5,1,10,10,55.48,62.13,4.7,1,55.07,0,0,3.91,0
EMP0489,Sales,48,74.59,6,3,11,9,66.41,68.68,4.2,0,57.47,0,0,16.4,0
EMP0490,Operations,51,90.48,3,0,9,11,79.89,86.5,9.1,0,76.04,0,0,8.0,0
EMP0491,HR,60,77.53,6,2,8,12,88.93,74.69,6.4,2,89.94,0,0,6.76,0
EMP0492,Operations,13,96.34,1,0,6,14,69.19,74.59,0,1,65.13,0,0,2.41,0
EMP0493,Sales,34,98.11,0,1,1,19,62.25,64.77,0,0,65.73,1,0,6.89,0
EMP0494,Support,27,73.73,6,4,1,19,71.32,76.8,0,1,64.75,1,0,17.91,0
EMP0495,Finance,18,82.44,4,2,7,13,83.83,70.54,9.3,0,73.27,1,0,5.77,0
EMP0496,Engineering,18,100.0,3,0,12,8,58.72,90.02,0,1,53.77,0,0,9.32,0
EMP0497,HR,82,92.19,1,2,11,9,94.97,69.87,4.3,4,96.8,0,0,8.48,1
EMP0498,Engineering,48,80.68,4,3,4,16,77.74,66.11,2.4,4,80.17,1,0,13.59,0
EMP0499,Support,86,71.88,7,5,6,14,52.73,74.84,4.7,1,52.59,0,1,16.65,0
EMP0500,HR,59,84.7,3,3,11,9,85.28,82.8,0,0,82.58,1,0,12.77,0
EMP0501,HR,59,74.82,7,3,6,14,72.67,78.53,1.7,2,70.97,1,0,9.37,0
EMP0502,HR,53,100.0,0,0,7,13,92.85,70.97,9.8,0,99.13,0,0,5.33,0
EMP0503,HR,44,87.4,0,1,8,12,97.48,68.81,12.8,0,100.0,0,0,3.94,0
EMP0504,Finance,21,89.1,2,2,9,11,60.39,87.0,8.8,0,59.1,0,0,6.54,0
EMP0505,Operations,57,80.5,2,3,2,18,67.75,69.69,7.3,1,55.24,1,1,10.9,0
EMP0506,Operations,26,98.54,1,1,7,13,81.4,78.04,16.2,1,89.74,0,0,0.0,0
EMP0507,Finance,42,80.8,4,3,12,8,80.59,76.7,9.5,1,79.45,0,0,12.97,1
EMP0508,Finance,84,85.44,3,3,5,15,75.81,87.61,3.4,1,68.8,0,0,1.37,0
EMP0509,Support,90,67.14,10,5,5,15,84.72,66.56,0,0,93.79,0,2,16.53,0
EMP0510,Support,30,69.26,7,4,8,12,74.4,75.72,10.3,1,71.32,0,0,14.08,0
EMP0511,Support,5,89.45,5,2,7,13,79.39,69.21,13.6,3,77.15,0,1,12.07,0
EMP0512,Support,43,83.52,4,5,10,10,99.11,73.12,0,2,98.32,0,0,7.3,0
EMP0513,Operations,7,83.6,3,2,9,11,51.94,80.34,2.2,3,45.72,0,1,13.68,0
EMP0514,Operations,39,85.12,5,1,5,15,75.12,82.94,3.0,1,72.71,0,1,11.4,0
EMP0515,HR,3,88.95,1,3,12,8,68.61,70.3,2.8,0,75.69,0,0,13.63,0
EMP0516,Support,61,96.94,3,2,8,12,72.33,68.15,7.5,0,66.57,0,0,8.98,1
EMP0517,Engineering,16,76.39,7,3,12,8,72.98,73.34,0,0,86.23,1,0,15.38,0
EMP0518,Operations,62,100.0,0,0,3,17,67.47,74.37,10.6,0,59.29,0,2,3.16,1
EMP0519,Engineering,83,85.18,2,1,0,20,100.0,78.43,1.5,0,100.0,0,0,5.93,0
EMP0520,Support,53,88.42,0,2,6,14,51.54,77.49,0,1,46.81,1,0,12.97,0
EMP0521,Engineering,9,89.86,0,0,9,11,66.09,76.67,7.0,0,67.66,0,0,5.87,0
EMP0522,Support,24,90.85,1,3,7,13,45.18,83.81,9.4,1,50.01,0,0,10.42,0
EMP0523,HR,87,88.11,2,1,17,3,61.47,80.32,5.1,1,52.34,0,2,8.81,0
EMP0524,Finance,78,77.57,6,6,0,20,87.58,71.03,0,2,74.55,0,0,13.01,0
EMP0525,Support,18,94.07,1,0,6,14,74.1,63.37,6.7,2,69.56,1,0,2.24,0
EMP0526,Finance,3,71.72,4,6,6,14,69.53,61.95,5.0,1,65.6,2,2,17.31,0
EMP0527,Support,13,87.01,2,2,10,10,55.91,80.9,0,2,54.93,0,0,12.82,0
EMP0528,Operations,58,100.0,0,0,7,13,90.12,73.83,1.3,1,100.0,2,0,4.29,0
EMP0529,Support,33,73.12,3,3,2,18,91.55,60.76,4.5,0,87.58,0,2,12.9,0
EMP0530,Support,96,86.97,1,0,3,17,89.74,75.66,6.9,1,81.17,1,2,7.11,0
EMP0531,Finance,17,100.0,0,0,7,13,90.05,87.81,0,0,92.86,1,1,6.8,0
EMP0532,Operations,14,76.19,7,2,8,12,98.98,66.18,4.0,0,94.96,1,1,9.57,0
EMP0533,Finance,65,94.15,1,2,7,13,47.95,62.52,4.3,0,49.48,0,1,14.51,0
EMP0534,Operations,90,85.57,0,2,0,20,72.33,82.01,0,1,67.32,0,0,6.53,0
EMP0535,HR,51,100.0,1,0,16,4,68.66,80.79,7.0,1,61.46,0,2,2.3,0
EMP0536,Sales,18,75.14,6,4,6,14,77.09,70.59,0,1,73.36,1,1,12.69,0
EMP0537,Support,22,92.82,1,1,7,13,100.0,68.7,0,3,100.0,0,0,2.35,0
EMP0538,Support,77,100.0,0,0,12,8,79.77,77.77,0,0,71.32,1,0,2.25,0
